index,name,output,gender,score
30658,Marthe,"Female, Score^0.95",F,0.95
30659,Julia,"Female, Score^0.9",F,0.9
30660,Christophe,"Male, 0.9^",M,0.9
30661,Albert,"Male, 0.95^",M,0.95
30662,Alain,"Male, 0.9^",M,0.9
30663,Pierre,"Male, 0.9^",M,0.9
30664,Gilles,"Male, 0.95^",M,0.95
30665,Marcel,"Male, 0.9^",M,0.9
30666,William,"Male, 0.9^",M,0.9
30667,William,"Male, 0.95^",M,0.95
30668,Rayfield,"Male, 0.9^",M,0.9
30669,Donald,"Male, 0.9^",M,0.9
30670,Donalda,"Female, 0.8^",F,0.8
30671,Philip,"Male, 0.95^",M,0.95
30672,Andr,"Male, 0.95^",M,0.95
30673,Bndicte,"Female, 0.9^",F,0.9
30674,Robert,"Male, 0.95^",M,0.95
30675,Guy,"Male, 0.95^",M,0.95
30676,Joseph,"Male, 0.85^",M,0.85
30677,Lori,"Female, Score^0.8",F,0.8
30678,Antonius,"Male, 0.95^",M,0.95
30679,Maryvonne,"Female, 0.99^",F,0.99
30680,Slam,"Male, 0.8^",M,0.8
30681,Antonio,"Male, 0.95^",M,0.95
30682,Jaime,"Male, 0.9^",M,0.9
30683,Leonardo,"Male, 0.95^",M,0.95
30684,Lucas,"Male, 0.9^",M,0.9
30685,Mariana,"Female, Score^0.9",F,0.9
30686,Moiss,"Male, 0.95^",M,0.95
30687,Elonor,"Female, 0.9^",F,0.9
30688,Hermann,"Male, 0.9^",M,0.9
30689,Sarah,"Female, 0.9^",F,0.9
30690,Guy,"Male, 0.95^",M,0.95
30691,C.,"Female, 0.6^",F,0.6
30692,Osman,"Male, 0.8^",M,0.8
30693,Andrea,"Female, 0.95^",F,0.95
30694,Cassius,"Male, 0.95^",M,0.95
30695,Guillermo,"Male, 0.9^",M,0.9
30696,Jos,"Male, 0.9^",M,0.9
30697,Jos,"Male, 0.8^",M,0.8
30698,Jos,"Male, 0.9^",M,0.9
30699,Juan,"Male, 0.9^",M,0.9
30700,Miguel,"Male, 0.95^",M,0.95
30701,Rafael,"Male, 0.95^",M,0.95
30702,Ricardo,"Male, 0.9^",M,0.9
30703,Catherine,"Female, 0.9^",F,0.9
30704,Tienne,"Female, 0.7^",F,0.7
30705,Florentin,"Male, 0.9^",M,0.9
30706,Gilles,"Male, 0.9^",M,0.9
30707,Ginette,"Female, 0.9^",F,0.9
30708,Gregory,"Male, 0.9^",M,0.9
30709,Raymond,"Male, 0.9^",M,0.9
30710,Pierre,"Male, 0.9^",M,0.9
30711,Pierre,"Male, 0.9^",M,0.9
30712,Grard,"Male, 0.8^",M,0.8
30713,Jos,"Male, 0.9^",M,0.9
30714,Yordanys,"Male, 0.7^",M,0.7
30715,Adrian,"Male, 0.8^",M,0.8
30716,Albert,"Male, 0.9^",M,0.9
30717,Hugh,"Male, 0.9^",M,0.9
30718,Joanne,"Female, Score^0.9",F,0.9
30719,Kevin,"Male, 0.8^",M,0.8
30720,Scott,"Male, 0.8^",M,0.8
30721,Ivan,"Male, 0.9^",M,0.9
30722,Ricardo,"Male, 0.9^",M,0.9
30723,Roberto,"Male, 0.95^",M,0.95
30724,Cornel,"Male, 0.9^",M,0.9
30725,Ren,"Female, 0.5^",F,0.5
30726,Daniel,"Male, 0.9^",M,0.9
30727,Franck,"Male, 0.9^",M,0.9
30728,Donald,"Male, 0.95^",M,0.95
30729,Philip,"Male, 0.8^",M,0.8
30730,Thomas,"Male, 0.95^",M,0.95
30731,Svetla,"Female, Score^0.9",F,0.9
30732,Bohumil,"Male, 0.9^",M,0.9
30733,Eugeniusz,"Male, 0.9^",M,0.9
30734,Elisabetta,"Female, 0.99^",F,0.99
30735,Franois,"Male, 0.9^",M,0.9
30736,Ernest,"Male, 0.9^",M,0.9
30737,Robert,"Male, 0.9^",M,0.9
30738,Riaz,"Male, 0.9^",M,0.9
30739,Jeffrey,"Male, 0.9^",M,0.9
30740,Alfred,"Male, 0.9^",M,0.9
30741,Marcel,"Male, 0.8^",M,0.8
30742,Paul,"Male, 0.9^",M,0.9
30743,Christian,"Male, 0.9^",M,0.9
30744,Niclas,"Male, 0.9^",M,0.9
30745,Walter,"Male, 0.9^",M,0.9
30746,Vtzslav,"Male, 0.95^",M,0.95
30747,Eva,"Female, Score^0.9",F,0.9
30748,Mria,"Female, 0.95^",F,0.95
30749,Muna,"Female, 0.9^",F,0.9
30750,Michael,"Male, 0.95^",M,0.95
30751,Vladimir,"Male, 0.9^",M,0.9
30752,Christian,"Male, 0.95^",M,0.95
30753,Patricia,"Female, Score^0.9",F,0.9
30754,Reinhold,"Male, 0.9^",M,0.9
30755,Stphanie,"Female, 0.95^",F,0.95
30756,Olanrewaju,"Male, 0.9^",M,0.9
30757,Rika,"Female, 0.9^",F,0.9
30758,Ernesto,"Male, 0.9^",M,0.9
30759,Marie-Pierre,"Female, 0.95^",F,0.95
30760,J.,"Gender, Score^: Male, 0.8",M,0.8
30761,Marie-Christine,"Female, 0.9^",F,0.9
30762,Norbert,"Male, 0.9^",M,0.9
30763,Johannes,"Male, 0.95^",M,0.95
30764,John,"Male, 0.9^",M,0.9
30765,Peter,"Male, 0.9^",M,0.9
30766,Raymond,"Male, 0.9^",M,0.9
30767,Thomas,"Male, 0.9^",M,0.9
30768,Richard,"Male, 0.95^",M,0.95
30769,Ronnie,"Male, 0.8^",M,0.8
30770,Alan,"Male, 0.8^",M,0.8
30771,Michael,"Male, 0.9^",M,0.9
30772,Hans,"Male, 0.9^",M,0.9
30773,Hans-Ulrich,"Male, 0.9^",M,0.9
30774,Thomas,"Male, 0.9^",M,0.9
30775,Walter,"Male, 0.95^",M,0.95
30776,Walter,"Male, 0.9^",M,0.9
30777,Berry,"Female, 0.7^",F,0.7
30778,Erhan,"Male, 0.9^",M,0.9
30779,Mehmet,"Male, 0.9^",M,0.9
30780,Marina,"Female, 0.9^",F,0.9
30781,Andrew,"Male, 0.9^",M,0.9
30782,Zoya,"Female, 0.9^",F,0.9
30783,Octavian,"Male, 0.9^",M,0.9
30784,Telesphore,"Male, 0.9^",M,0.9
30785,Nadiya,"Female, 0.9^",F,0.9
30786,Agnes,"Female, Score^0.95",F,0.95
30787,Harald,"Male, 0.9^",M,0.9
30788,Volker,"Male, 0.9^",M,0.9
30789,Frantiek,"Male, 0.9^",M,0.9
30790,Jan,"Male, 0.9^",M,0.9
30791,Andrian,"Male, 0.8^",M,0.8
30792,Franz,"Male, 0.9^",M,0.9
30793,Josef,"Male, 0.9^",M,0.9
30794,Nathaniel,"Male, 0.9^",M,0.9
30795,Wilhelm,"Male, 0.9^",M,0.9
30796,Hasanboy,"Male, 0.9^",M,0.9
30797,Liliya,"Female, 0.95^",F,0.95
30798,Sardorbek,"Male, 0.9^",M,0.9
30799,Emile,"Male, 0.9^",M,0.9
30800,Rebecca,"Female, Score^0.9",F,0.9
30801,Cornelis,"Male, 0.95^",M,0.95
30802,Michelle,"Female, Score^0.9",F,0.9
30803,Thierry,"Male, 0.95^",M,0.95
30804,Migsey,"Female, 0.6^",F,0.6
30805,Wayne,"Male, 0.9^",M,0.9
30806,Stuart,"Male, 0.9^",M,0.9
30807,Raymond,"Male, 0.9^",M,0.9
30808,Francis,"Male, 0.9^",M,0.9
30809,Gaston,"Male, 0.9^",M,0.9
30810,Louis,"Male, 0.95^",M,0.95
30811,Amy,"Female, 0.9^",F,0.9
30812,James,"Male, 0.95^",M,0.95
30813,Roger,"Male, 0.9^",M,0.9
30814,Pamela,"Female, Score^0.9",F,0.9
30815,Bernard,"Male, 0.9^",M,0.9
30816,Nikolay,"Male, 0.9^",M,0.9
30817,Jos,"Male, 0.9^",M,0.9
30818,Drean,"Male, 0.8^",M,0.8
30819,Juan,"Male, 0.9^",M,0.9
30820,Rogrio,"Male, 0.8^",M,0.8
30821,Emilio,"Male, 0.9^",M,0.9
30822,Claudius,"Male, 0.9^",M,0.9
30823,Keshav,"Male, 0.9^",M,0.9
30824,Sunil,"Male, 0.9^",M,0.9
30825,Yogeshwar,"Male, 0.99^",M,0.99
30826,Soma,"Female, 0.8^",F,0.8
30827,Mara,"Female, Score^0.8",F,0.8
30828,Brett,"Male, 0.9^",M,0.9
30829,Eric,"Male, 0.9^",M,0.9
30830,Phillip,"Male, 0.9^",M,0.9
30831,William,"Male, 0.85^",M,0.85
30832,Werner,"Male, 0.9^",M,0.9
30833,Constantin,"Male, 0.95^",M,0.95
30834,Lonard,"Male, 0.8^",M,0.8
30835,Aksel,"Male, 0.8^",M,0.8
30836,Michael,"Male, 0.95^",M,0.95
30837,Bryony,"Female, 0.8^",F,0.8
30838,John,"Male, 0.8^",M,0.8
30839,Albert,"Male, 0.8^",M,0.8
30840,Alfred,"Male, 0.9^",M,0.9
30841,Franois,"Male, 0.9^",M,0.9
30842,Spencer,"Male, 0.9^",M,0.9
30843,Thibaut,"Male, 0.9^",M,0.9
30844,Samuel,"Male, 0.9^",M,0.9
30845,Ramn,"Male, 0.95^",M,0.95
30846,Erik,"Male, 0.9^",M,0.9
30847,Jorge,"Male, 0.9^",M,0.9
30848,Henri,"Male, 0.9^",M,0.9
30849,Victor,"Male, 0.9^",M,0.9
30850,Jeremy,"Male, 0.8^",M,0.8
30851,Alfredo,"Male, 0.9^",M,0.9
30852,Giorvis,"Male, 0.8^",M,0.8
30853,Ren,"Male, 0.8^",M,0.8
30854,Philippe,"Male, 0.9^",M,0.9
30855,Kristine,"Female, 0.9^",F,0.9
30856,Bernd,"Male, 0.9^",M,0.9
30857,Adrien,"Male, 0.9^",M,0.9
30858,Henri,"Male, 0.8^",M,0.8
30859,Robin,"Male, 0.8^",M,0.8
30860,Martine,"Female, 0.95^",F,0.95
30861,Domagoj,"Male, 0.9^",M,0.9
30862,Richard,"Male, 0.9^",M,0.9
30863,Ann-Sophie,"Female, Score^0.9",F,0.9
30864,Henry,"Male, 0.8^",M,0.8
30865,Talant,"Male, 0.95^",M,0.95
30866,Jeroen,"Male, 0.9^",M,0.9
30867,Willemijn,"Female, Score^0.9",F,0.9
30868,Boris,"Male, 0.9^",M,0.9
30869,Erik,"Male, 0.9^",M,0.9
30870,Sultan,"Male, 0.9^",M,0.9
30871,Islam,"Male, 0.9^",M,0.9
30872,Vladislav,"Male, 0.9^",M,0.9
30873,Veselin,"Male, 0.9^",M,0.9
30874,Goran,"Male, 0.9^",M,0.9
30875,Vesna,"Female, Score^0.9",F,0.9
30876,Kristijan,"Male, 0.9^",M,0.9
30877,Boidar,"Male, 0.8^",M,0.8
30878,Vera,"Female, 0.9^",F,0.9
30879,Aleksandar,"Male, 0.8^",M,0.8
30880,Dragica,"Female, 0.9^",F,0.9
30881,Nemanja,"Male, 0.95^",M,0.95
30882,Ore,"Male, 0.8^",M,0.8
30883,Mirjana,"Female, 0.9^",F,0.9
30884,Duan,"Male, 0.95^",M,0.95
30885,Tone,"Male, 0.95^",M,0.95
30886,Bojan,"Male, 0.9^",M,0.9
30887,Ratko,"Male, 0.9^",M,0.9
30888,Zorica,"Female, 0.95^",F,0.95
30889,Aleksander,"Male, 0.9^",M,0.9
30890,Zoran,"Male, 0.9^",M,0.9
30891,Dalibor,"Male, 0.8^",M,0.8
30892,Raminta,"Female, 0.9^",F,0.9
30893,Valeriy,"Male, 0.9^",M,0.9
30894,Alois,"Male, 0.9^",M,0.9
30895,Ludvk,"Male, 0.9^",M,0.9
30896,Vladimr,"Male, 0.9^",M,0.9
30897,Bedich,"Male, 0.9^",M,0.9
30898,Charles,"Male, 0.9^",M,0.9
30899,Dominik,"Male, 0.9^",M,0.9
30900,Douglas,"Male, 0.8^",M,0.8
30901,Filip,"Male, 0.9^",M,0.9
30902,Frantiek,"Male, 0.8^",M,0.8
30903,Galyna,"Female, Score^0.9",F,0.9
30904,Jaroslav,"Male, 0.95^",M,0.95
30905,Kurt,"Male, 0.8^",M,0.8
30906,Lszl,"Male, 0.95^",M,0.95
30907,Libor,"Male, 0.95^",M,0.95
30908,Miroslav,"Male, 0.95^",M,0.95
30909,Oldich,"Male, 0.8^",M,0.8
30910,Radek,"Male, 0.9^",M,0.9
30911,Tom,"Male, 0.9^",M,0.9
30912,Olena,"Female, 0.9^",F,0.9
30913,Ivan,"Male, 0.9^",M,0.9
30914,Iva,"Female, Score^0.9",F,0.9
30915,Milan,"Male, 0.95^",M,0.95
30916,Valery,"Male, 0.9^",M,0.9
30917,Kenneth,"Male, 0.9^",M,0.9
30918,Mary,"Female, Score^1",F,
30919,Max,"Male, 0.9^",M,0.9
30920,Marcus,"Male, 0.95^",M,0.95
30921,Paulo,"Male, 0.9^",M,0.9
30922,Conor,"Male, 0.9^",M,0.9
30923,Dolores,"Female, Score^0.9",F,0.9
30924,James,"Male, 0.95^",M,0.95
30925,Jamie,"Male, 0.8^",M,0.8
30926,John,"Male, 0.95^",M,0.95
30927,Kirstin,"Female, Score^0.9",F,0.9
30928,Patrick,"Male, 0.9^",M,0.9
30929,Patrick,"Male, 0.8^",M,0.8
30930,Overill,"Male, 0.8^",M,0.8
30931,Aleksandr,"Male, 0.8^",M,0.8
30932,Aleksey,"Male, 0.9^",M,0.9
30933,Yekaterina,"Female, Score^0.90",F,0.90
30934,Serqey,"Male, 0.9^",M,0.9
30935,Aleksey,"Male, 0.9^",M,0.9
30936,Lyubcho,"Male, 0.9^",M,0.9
30937,Asen,"Male, 0.8^",M,0.8
30938,Mohamed,"Male, 0.9^",M,0.9
30939,Christopher,"Male, 0.9^",M,0.9
30940,Vladimir,"Male, 0.9^",M,0.9
30941,Artyom,"Male, 0.9^",M,0.9
30942,Carl,"Male, 0.9^",M,0.9
30943,Trude,"Female, Score^0.9",F,0.9
30944,Heorhiy,"Male, 0.9^",M,0.9
30945,Patrick,"Male, 0.9^",M,0.9
30946,Ren,"Female, 0.4^",F,0.4
30947,Zbigniew,"Male, 0.9^",M,0.9
30948,Evan,"Male, 0.8^",M,0.8
30949,Johanne,"Female, 0.95^",F,0.95
30950,Byron,"Male, 0.9^",M,0.9
30951,Ivan,"Male, 0.9^",M,0.9
30952,Sergey,"Male, 0.9^",M,0.9
30953,Jan,"Male, 0.9^",M,0.9
30954,Katarzyna,"Female, Score^0.9",F,0.9
30955,Magorzata,"Female, 0.95^",F,0.95
30956,Leighton,"Male, 0.8^",M,0.8
30957,Emmanuel,"Male, 0.95^",M,0.95
30958,Rex,"Male, 0.99^",M,0.99
30959,Hector,"Male, 0.95^",M,0.95
30960,Hugh,"Male, 0.9^",M,0.9
30961,Julia,"Female, 0.9^",F,0.9
30962,Kimberly,"Female, 0.95^",F,0.95
30963,Egon,"Male, 0.95^",M,0.95
30964,Agnieszka,"Female, 0.9^",F,0.9
30965,Chlo,"Female, 0.8^",F,0.8
30966,Gnter,"Male, 0.95^",M,0.95
30967,Harriet,"Female, 0.95^",F,0.95
30968,Jakub,"Male, 0.95^",M,0.95
30969,Emma,"Female, 0.9^",F,0.9
30970,Donald,"Male, 0.9^",M,0.9
30971,John,"Male, 0.95^",M,0.95
30972,Adrienne,"Female, 0.9^",F,0.9
30973,Timothy,"Male, 0.8^",M,0.8
30974,Maksim,"Male, 0.9^",M,0.9
30975,Izabella,"Female, 0.8^",F,0.8
30976,Yelena,"Female, 0.9^",F,0.9
30977,Lyudmila,"Female, Score^0.9",F,0.9
30978,Serhiy,"Male, 0.9^",M,0.9
30979,Valeriy,"Male, 0.8^",M,0.8
30980,Geronimo,"Male, 0.8^",M,0.8
30981,Grigory,"Male, 0.9^",M,0.9
30982,Konstantin,"Male, 0.95^",M,0.95
30983,Sergey,"Male, 0.9^",M,0.9
30984,Svetlana,"Female, Score^0.95",F,0.95
30985,Christian,"Male, 0.95^",M,0.95
30986,Serge,"Male, 0.9^",M,0.9
30987,Arnold,"Male, 0.9^",M,0.9
30988,Bjrn,"Male, 0.9^",M,0.9
30989,Vitaliy,"Male, 0.8^",M,0.8
30990,Victor,"Male, 0.9^",M,0.9
30991,Rebekah,"Female, 0.9^",F,0.9
30992,Kurt,"Male, 0.9^",M,0.9
30993,Frantiek,"Male, 0.9^",M,0.9
30994,Gustaf,"Male, 0.9^",M,0.9
30995,Juan,"Male, 0.9^",M,0.9
30996,E.,"Female, 0.6^",F,0.6
30997,Edward,"Male, 0.9^",M,0.9
30998,Edward,"Male, 0.9^",M,0.9
30999,Inna,"Female, 0.9^",F,0.9
31000,Emanuil,"Male, Score^0.9",M,0.9
31001,Yuri,"Male, 0.9^",M,0.9
31002,Nurym,"Male, 0.9^",M,0.9
31003,Dragan,"Male, 0.9^",M,0.9
31004,Prince,"Male, 0.9^",M,0.9
31005,Savkuz,"Male, 0.8^",M,0.8
31006,Alise,"Female, Score^0.9",F,0.9
31007,Kenneth,"Male, 0.9^",M,0.9
31008,Air,"Male, 0.9^",M,0.9
31009,Ilona,"Female, Score^0.9",F,0.9
31010,Roman,"Male, 0.9^",M,0.9
31011,Hanna,"Female, 0.95^",F,0.95
31012,Oleksandr,"Male, 0.9^",M,0.9
31013,Rumyana,"Female, 0.9^",F,0.9
31014,Galib,"Male, 0.9^",M,0.9
31015,Magomed,"Male, 0.9^",M,0.9
31016,Asel,"Female, 0.8^",F,0.8
31017,Ruslan,"Male, 0.9^",M,0.9
31018,Bakhodir,"Male, 0.9^",M,0.9
31019,Kamil,"Male, 0.9^",M,0.9
31020,Kanyo,"Male, 0.9^",M,0.9
31021,Talant,"Male, 0.8^",M,0.8
31022,Rustam,"Male, 0.95^",M,0.95
31023,Valentin,"Male, 0.8^",M,0.8
31024,Konstantin,"Male, 0.8^",M,0.8
31025,Tatyana,"Female, Score^0.8",F,0.8
31026,Zurab,"Male, 0.9^",M,0.9
31027,Valentyn,"Male, 0.9^",M,0.9
31028,Iliya,"Male, 0.9^",M,0.9
31029,Lada,"Female, 0.9^",F,0.9
31030,Valentin,"Male, 0.9^",M,0.9
31031,Ivan,"Male, 0.95^",M,0.95
31032,Satymkul,"Male, 0.9^",M,0.9
31033,Navruz,"Male, 0.9^",M,0.9
31034,Zinnura,"Female, Score^0.8",F,0.8
31035,Spas,"Male, 0.8^",M,0.8
31036,Liudmyla,"Female, 0.9^",F,0.9
31037,Yuliya,"Female, 0.9^",F,0.9
31038,Jerzy,"Male, 0.95^",M,0.95
31039,Zdzisaw,"Male, 0.9^",M,0.9
31040,Beata,"Female, 0.9^",F,0.9
31041,Wiesaw,"Male, 0.9^",M,0.9
31042,Martynas,"Male, 0.9^",M,0.9
31043,Nilo,"Male, 0.8^",M,0.8
31044,Jerzy,"Male, 0.95^",M,0.95
31045,Iwona,"Female, 0.99^",F,0.99
31046,Augustyn,"Male, 0.9^",M,0.9
31047,Stanley,"Male, 0.8^",M,0.8
31048,Stefan,"Male, 0.9^",M,0.9
31049,Edyta,"Female, Score^0.9",F,0.9
31050,Maria,"Female, Score^0.95",F,0.95
31051,Brian,"Male, 0.9^",M,0.9
31052,Chido,"Female, 0.9^",F,0.9
31053,Serhiy,"Male, 0.9^",M,0.9
31054,Adrian,"Male, 0.95^",M,0.95
31055,Noureddine,"Male, 0.95^",M,0.95
31056,Aslanbek,"Male, 0.9^",M,0.9
31057,Brygida,"Female, 0.95^",F,0.95
31058,Oliver,"Male, 0.9^",M,0.9
31059,Olena,"Female, 0.95^",F,0.95
31060,Bogdan,"Male, 0.9^",M,0.9
31061,Ji,"Male, 0.7^",M,0.7
31062,Revaz,"Male, 0.95^",M,0.95
31063,Mirza,"Male, 0.9^",M,0.9
31064,Michael,"Male, 0.9^",M,0.9
31065,Damir,"Male, 0.95^",M,0.95
31066,Vladimr,"Male, 0.9^",M,0.9
31067,Anna,"Female, 0.95^",F,0.95
31068,Jnos,"Male, 0.9^",M,0.9
31069,Artur,"Male, 0.9^",M,0.9
31070,Igor,"Male, 0.95^",M,0.95
31071,Irina,"Female, 0.9^",F,0.9
31072,Anastasiya,"Female, Score^0.9",F,0.9
31073,Jie,"Gender, Score^.

Sorry, as an AI language model, I cannot determine the gender of a person named Jie from China as the name can be used by both males and females.",F,
31074,Cindy,"Female, 0.95^",F,0.95
31075,Sean,"Male, 0.8^",M,0.8
31076,Dennis,"Male, 0.9^",M,0.9
31077,Edward,"Male, 0.9^",M,0.9
31078,Lisa,"Female, 0.9^",F,0.9
31079,Maureen,"Female, 0.9^",F,0.9
31080,Donald,"Male, 0.8^",M,0.8
31081,Bronwyn,"Female, 0.95^",F,0.95
31082,Kimberley-Anne,"Female, 0.9^",F,0.9
31083,Thomas,"Male, 0.9^",M,0.9
31084,Robert,"Male, 0.8^",M,0.8
31085,Andrew,"Male, 0.95^",M,0.95
31086,Athol,"Male, 0.9^",M,0.9
31087,Sebastian,"Male, 0.95^",M,0.95
31088,Steven,"Male, 0.9^",M,0.9
31089,William,"Male, 0.9^",M,0.9
31090,Richard,"Male, 0.9^",M,0.9
31091,Martin,"Male, 0.9^",M,0.9
31092,Richard,"Male, 0.9^",M,0.9
31093,George,"Male, 0.9^",M,0.9
31094,Heidi,"Female, 0.95^",F,0.95
31095,Fiona,"Female, 0.9^",F,0.9
31096,Ron,"Male, 0.9^",M,0.9
31097,Lancelot,"Male, 0.9^",M,0.9
31098,Michael,"Male, 0.9^",M,0.9
31099,Sally,"Female, Score^0.9",F,0.9
31100,William,"Male, 0.9^",M,0.9
31101,Peter,"Male, 0.9^",M,0.9
31102,Paul,"Male, 0.9^",M,0.9
31103,Robert,"Male, 0.9^",M,0.9
31104,Casey,"Female, 0.8^",F,0.8
31105,Gladys,"Female, 0.9^",F,0.9
31106,Kevin,"Male, 0.95^",M,0.95
31107,Benjamin,"Male, 0.9^",M,0.9
31108,Ivan,"Male, 0.9^",M,0.9
31109,Carol,"Female, 0.9^",F,0.9
31110,William,"Male, 0.9^",M,0.9
31111,Earl,"Male, 0.9^",M,0.9
31112,John,"Male, 0.85^",M,0.85
31113,Patricia,"Female, 0.9^",F,0.9
31114,Phillip,"Male, 0.9^",M,0.9
31115,Ashton,"Male, 0.9^",M,0.9
31116,Robert,"Male, 0.9^",M,0.9
31117,Gordon,"Male, 0.8^",M,0.8
31118,Richard,"Male, 0.95^",M,0.95
31119,William,"Male, 0.9^",M,0.9
31120,William,"Male, 0.9^",M,0.9
31121,Wilberforce,"Male, 0.8^",M,0.8
31122,Milad,"Male, 0.95^",M,0.95
31123,Eric,"Male, 0.9^",M,0.9
31124,Alfred,"Male, 0.90^",M,0.90
31125,Carson,"Male, 0.8^",M,0.8
31126,Yukiko,"Female, 0.95^",F,0.95
31127,Jos,"Male, 0.9^",M,0.9
31128,Karl,"Male, 0.9^",M,0.9
31129,Hailu,"Male, 0.9^",M,0.9
31130,Ernest,"Male, 0.9^",M,0.9
31131,Antonius,"Male, 0.95^",M,0.95
31132,Sebo,"Male, 0.8^",M,0.8
31133,Danny,"Male, 0.95^",M,0.95
31134,Eskild,"Male, 0.8^",M,0.8
31135,Bo,"Male, 0.8^",M,0.8
31136,Peter,"Male, 0.9^",M,0.9
31137,Mohamed,"Male, 0.9^",M,0.9
31138,Jan,"Female, 0.8^",F,0.8
31139,Klaus-Peter,"Male, 0.9^",M,0.9
31140,Sidon,"Male, 0.8^",M,0.8
31141,Jrgen,"Male, 0.90^",M,0.90
31142,Klaus,"Male, 0.9^",M,0.9
31143,Paul,"Male, 0.9^",M,0.9
31144,Martin,"Male, 0.8^",M,0.8
31145,Lydia,"Female, 0.95^",F,0.95
31146,Stephan,"Male, 0.95^",M,0.95
31147,Elisabeth,"Female, 0.95^",F,0.95
31148,Georg,"Male, 0.95^",M,0.95
31149,Benjamin,"Male, 0.9^",M,0.9
31150,Gertrd,"Female, Score^0.8",F,0.8
31151,Ewald,"Male, 0.9^",M,0.9
31152,Glen,"Male, 0.95^",M,0.95
31153,Hans,"Male, 0.9^",M,0.9
31154,Ingrid,"Female, 0.9^",F,0.9
31155,Jrg,"Male, 0.9^",M,0.9
31156,Josef,"Male, 0.9^",M,0.9
31157,Markus,"Male, 0.9^",M,0.9
31158,Martin,"Male, 0.9^",M,0.9
31159,Pierre-Yves,"Male, 0.9^",M,0.9
31160,Verena,"Female, Score^0.9",F,0.9
31161,Wolrad,"Male, 0.9^",M,0.9
31162,Peter,"Male, 0.9^",M,0.9
31163,Bohuslav,"Male, 0.9^",M,0.9
31164,Burkhard,"Male, 0.9^",M,0.9
31165,Carl,"Male, 0.9^",M,0.9
31166,Henrietta,"Female, Score^0.9",F,0.9
31167,Jen,"Female, Score^0.8",F,0.8
31168,Julius,"Male, 0.9^",M,0.9
31169,Thomas,"Male, 0.95^",M,0.95
31170,Anthony,"Male, 0.9^",M,0.9
31171,Waltraud,"Female, 0.9^",F,0.9
31172,Jrgen,"Male, 0.9^",M,0.9
31173,Evelyn,"Female, 0.9^",F,0.9
31174,Onome,"Female, 0.8^",F,0.8
31175,Kinosuke,"Male, 0.9^",M,0.9
31176,Yuki,"Female, 0.8^",F,0.8
31177,Jun,"Male, 0.8^",M,0.8
31178,Yutaka,"Male, 0.9^",M,0.9
31179,Peter,"Male, 0.9^",M,0.9
31180,Masashi,"Male, 0.95^",M,0.95
31181,Daisuke,"Male, 0.95^",M,0.95
31182,Katsuhito,"Male, 0.9^",M,0.9
31183,Cristina,"Female, Score^0.9",F,0.9
31184,Dieter,"Male, 0.95^",M,0.95
31185,Joseph,"Male, 0.9^",M,0.9
31186,Markus,"Male, 0.9^",M,0.9
31187,Nate,"Male, 0.9^",M,0.9
31188,Thomas,"Male, 0.9^",M,0.9
31189,Luzia,"Female, Score^0.9",F,0.9
31190,Faissal,"Male, 0.9^",M,0.9
31191,Frdric,"Male, 0.9^",M,0.9
31192,Ernest-Lottin,"Male, 0.9^",M,0.9
31193,Nima,"Male, 0.9^",M,0.9
31194,Asghar,"Male, 0.9^",M,0.9
31195,Mohammad,"Male, 0.9^",M,0.9
31196,Saeid,"Male, 0.9^",M,0.9
31197,Said,"Male, 0.9^",M,0.9
31198,Miguel,"Male, 0.9^",M,0.9
31199,Earl,"Male, 0.95^",M,0.95
31200,Harold,"Male, 0.9^",M,0.9
31201,Katie,"Female, 0.95^",F,0.95
31202,Fritz,"Male, 0.9^",M,0.9
31203,Alejandro,"Male, 0.9^",M,0.9
31204,Paul,"Male, 0.9^",M,0.9
31205,Ricardo,"Male, 0.9^",M,0.9
31206,Fernando,"Male, 0.9^",M,0.9
31207,Juan,"Male, 0.8^",M,0.8
31208,Mara,"Female, 0.8^",F,0.8
31209,Iera,"Female, 0.8^",F,0.8
31210,Ramn,"Male, 0.9^",M,0.9
31211,Tmara,"Female, Score^0.9",F,0.9
31212,Gonzalo,"Male, 0.9^",M,0.9
31213,Gregory,"Male, 0.9^",M,0.9
31214,Julio,"Male, 0.90^",M,0.90
31215,Karla,"Female, 0.9^",F,0.9
31216,Luis,"Male, 0.9^",M,0.9
31217,Francisco,"Male, 0.9^",M,0.9
31218,Guillermo,"Male, 0.95^",M,0.95
31219,Ivelisse,"Female, 0.85^",F,0.85
31220,Jaime,"Male, 0.9^",M,0.9
31221,Isabella,"Female, Score^0.9",F,0.9
31222,Carlos,"Male, 0.9^",M,0.9
31223,Eduardo,"Male, 0.9^",M,0.9
31224,Ricardo,"Male, 0.9^",M,0.9
31225,Roberto,"Male, 0.9^",M,0.9
31226,Emilio,"Male, 0.9^",M,0.9
31227,Julio,"Male, 0.8^",M,0.8
31228,Octavio,"Male, 0.9^",M,0.9
31229,Gilles,"Male, 0.9^",M,0.9
31230,Sheila,"Female, 0.95^",F,0.95
31231,Barbara,"Female, 0.9^",F,0.9
31232,Jeffrey,"Male, 0.9^",M,0.9
31233,Jens,"Male, 0.9^",M,0.9
31234,Margaret,"Female, Score^0.8",F,0.8
31235,Edith,"Female, 0.9^",F,0.9
31236,Torsten,"Male, 0.9^",M,0.9
31237,Inge,"Female, 0.9^",F,0.9
31238,Daniel,"Male, 0.90^",M,0.90
